radiant_win,rhero1,rhero2,rhero3,rhero4,rhero5,dhero1,dhero2,dhero3,dhero4,dhero5
0,10,5,71,138,35,51,1,26,17,50
1,8,39,30,83,29,27,75,35,14,128
1,70,32,75,50,113,14,22,42,25,62
0,1,75,14,71,17,104,34,77,37,67
1,1,27,35,104,14,26,40,74,135,63
0,41,85,22,29,17,128,81,138,64,104
0,87,12,43,128,19,107,108,11,105,48
0,50,30,28,53,44,108,64,63,14,6
1,97,84,1,53,26,33,8,42,120,27
0,42,53,84,101,32,7,1,108,36,86
0,2,76,14,138,32,50,35,129,34,9
0,41,22,53,4,37,138,57,27,2,6
1,99,17,21,57,1,86,36,35,8,72
0,120,84,31,1,35,17,3,71,44,43
1,104,85,62,113,129,35,30,88,8,49
1,53,102,88,11,101,35,51,69,106,112
0,11,128,98,53,63,15,41,75,34,129
0,128,102,6,57,138,33,30,93,97,105
0,88,138,31,2,17,67,18,75,64,30
0,2,7,128,88,60,35,97,4,11,56
1,40,33,74,93,69,70,85,105,77,17
1,43,67,13,26,100,63,84,97,110,17
1,64,9,67,34,14,6,105,21,104,33
0,107,67,59,101,97,104,138,1,12,135
1,68,75,14,27,35,48,86,90,34,89
1,8,35,84,86,19,102,30,135,39,105
0,56,91,86,60,75,20,108,83,67,76
1,67,72,5,55,25,71,86,26,8,70
1,49,40,54,44,8,136,6,20,135,10
0,63,120,38,27,71,17,70,104,5,87
1,39,40,84,2,1,14,98,26,8,75
0,39,8,77,14,44,11,88,104,94,25
0,23,138,89,27,9,123,126,29,56,22
1,26,106,44,50,99,51,101,21,42,31
1,6,104,21,14,47,52,84,93,16,7
0,90,99,13,44,68,30,11,35,14,9
0,135,32,100,106,6,75,5,2,19,12
0,41,96,76,45,31,112,101,138,80,8
1,30,75,29,41,5,1,14,85,40,43
1,14,44,35,76,101,2,41,31,40,137
0,93,128,90,19,105,10,32,6,138,37
0,75,104,135,97,21,14,62,119,56,32
0,50,114,113,53,70,88,26,16,42,73
1,31,104,86,59,35,26,37,41,72,27
1,105,126,10,50,98,86,19,44,108,36
0,68,106,86,53,62,138,16,9,120,25
0,105,114,23,99,62,83,120,84,33,11
0,67,76,101,135,14,75,6,90,102,15
0,7,72,62,4,15,5,32,70,100,135
1,6,95,5,33,49,7,75,99,41,35
1,14,36,6,84,121,5,137,11,50,54
1,60,26,64,23,138,58,90,86,99,36
1,105,9,72,1,28,26,86,7,104,4
1,74,101,104,6,102,43,53,19,76,50
0,14,83,6,42,106,73,40,51,53,27
0,45,34,56,4,30,95,1,94,16,5
0,84,1,6,2,30,31,62,83,7,67
1,31,68,73,99,11,30,4,108,64,25
1,106,5,104,30,23,70,72,32,7,60
0,25,54,111,129,86,30,12,64,36,100
1,80,120,26,14,64,39,105,70,98,123
1,1,114,35,51,9,74,26,16,11,63
1,111,49,35,138,32,7,25,14,135,44
0,67,83,112,11,36,28,32,128,27,35
1,29,86,137,8,26,68,27,53,105,35
1,97,17,6,64,20,106,26,93,43,11
0,104,100,106,1,30,6,50,73,86,77
1,113,136,36,84,25,14,16,86,22,11
0,104,27,58,68,42,48,69,102,19,95
1,1,26,138,2,14,96,137,35,86,11
1,104,16,64,93,22,50,81,114,84,32
0,51,111,4,69,31,36,120,62,67,85
0,110,34,137,50,41,5,93,30,44,88
1,86,76,26,1,29,101,5,135,75,70
0,36,97,8,19,27,21,26,22,53,135
0,21,103,112,11,1,80,41,86,28,26
0,88,75,99,56,58,120,110,6,36,123
0,25,8,1,84,100,93,36,35,64,70
0,35,45,138,70,28,47,3,27,129,19
1,101,86,44,138,2,26,73,53,54,87
0,53,41,19,33,11,8,26,13,96,101
0,74,64,54,13,36,14,121,71,75,96
0,26,6,50,34,48,113,10,105,137,76
0,128,22,72,6,73,48,80,29,42,5
0,72,26,14,10,5,64,51,63,32,123
0,21,10,86,11,7,101,5,113,12,96
0,30,8,23,86,7,110,70,13,9,61
0,11,100,121,8,29,36,129,75,105,70
1,93,101,41,100,64,22,54,53,14,33
0,112,41,110,35,11,9,2,10,50,113
0,114,86,42,58,2,29,40,64,11,70
1,11,27,93,105,120,74,64,110,6,50
1,27,11,54,74,48,104,22,1,5,135
0,11,86,32,64,36,2,1,80,26,87
0,70,22,21,16,138,1,104,27,88,30
1,105,64,41,104,71,67,14,138,16,53
1,46,120,84,70,71,64,42,26,7,100
0,87,6,17,114,102,56,1,30,128,47
0,25,93,2,87,32,72,26,104,37,101
1,14,27,104,54,123,74,57,83,18,93
0,111,67,138,14,97,114,101,100,2,11
1,8,22,105,2,45,106,123,93,49,64
0,9,84,90,52,14,105,77,31,70,65
1,49,86,37,16,53,31,138,9,101,71
1,6,26,36,2,14,7,8,33,96,71
1,22,89,3,95,108,14,62,44,93,104
1,42,77,11,85,64,34,30,22,75,49
0,8,29,86,74,5,36,31,35,45,23
0,25,75,35,128,71,63,26,32,48,17
1,9,54,37,135,69,25,22,1,72,104
0,9,59,87,21,135,138,80,35,44,101
0,74,15,75,104,93,8,137,100,13,26
1,93,25,28,21,27,7,56,42,39,69
0,2,93,57,7,138,89,9,76,14,27
0,22,2,42,31,71,35,111,38,9,6
1,74,129,85,106,26,93,99,96,27,72
0,49,67,92,87,126,86,41,82,71,96
1,138,85,9,26,60,11,99,87,64,35
1,56,52,35,11,36,12,14,31,6,32
0,86,85,66,93,22,74,14,6,104,138
0,71,6,14,30,51,100,74,83,10,33
1,138,8,7,86,72,120,26,19,48,2
1,35,129,30,120,101,33,50,75,93,96
0,86,42,47,107,112,57,1,121,99,22
0,84,102,128,99,37,49,6,16,75,86
0,16,30,62,56,10,138,27,106,75,78
0,9,53,1,68,15,44,23,17,20,30
0,25,67,29,101,104,123,9,87,11,1
1,44,31,90,104,14,93,138,2,80,64
0,25,64,104,21,67,74,110,10,121,19
0,30,64,59,35,63,4,58,31,6,96
0,1,64,107,97,113,14,26,114,41,11
0,46,5,43,86,11,104,84,67,75,14
0,54,37,96,87,86,64,5,106,73,16
1,16,11,42,138,53,35,25,123,54,84
1,101,36,75,14,89,6,108,83,9,93
0,105,17,1,93,71,75,34,41,104,88
0,51,8,44,5,9,47,42,14,93,30
0,68,34,135,70,27,14,42,123,64,41
0,45,49,128,54,113,76,104,22,36,100
1,11,14,21,8,32,62,56,7,27,41
1,22,30,44,79,137,35,16,42,21,87
1,11,81,55,128,6,74,88,63,110,87
0,53,39,86,44,15,14,25,31,98,114
0,88,105,100,138,102,11,22,42,72,86
1,91,35,138,47,23,98,20,100,18,5
1,2,114,111,52,123,21,8,84,45,43
0,75,67,21,84,61,17,11,23,138,2
1,30,74,22,77,41,97,85,70,9,59
1,7,137,138,14,56,47,32,30,66,129
1,86,10,7,75,16,31,60,35,123,41
1,48,84,82,128,59,11,105,17,75,1
0,36,30,20,63,49,123,21,93,22,60
0,90,45,6,26,31,84,105,108,17,102
0,2,56,31,76,87,34,30,86,35,14
1,6,39,123,2,32,23,47,50,81,62
1,112,14,110,46,120,43,106,72,51,138
1,53,102,137,64,43,86,84,45,96,81
0,26,25,1,34,54,48,81,8,64,100
1,76,41,68,128,2,96,35,82,50,106
0,14,61,123,48,70,76,86,38,50,72
1,84,2,34,75,42,26,96,20,104,35
1,60,123,85,6,108,13,15,8,21,97
1,58,114,39,12,36,79,35,49,88,109
0,60,14,53,95,121,102,30,52,11,48
1,13,64,102,14,53,93,31,21,74,28
1,79,56,59,1,4,104,42,30,26,10
0,83,18,88,101,120,21,99,23,11,26
1,79,14,1,65,73,40,6,59,87,111
0,75,123,7,93,30,84,31,22,6,43
0,104,84,41,77,107,5,2,91,102,74
0,65,31,80,16,26,71,76,136,61,128
0,85,123,13,67,49,87,35,135,14,36
1,77,1,34,85,14,101,126,26,32,76
1,6,26,35,90,8,53,36,21,101,5
0,9,30,22,8,43,128,44,47,75,97
0,27,129,21,96,80,5,36,135,32,114
0,71,48,68,51,30,93,61,4,9,5
0,22,59,8,67,81,98,10,60,101,47
0,28,21,76,93,83,9,86,18,102,13
1,2,40,6,27,39,43,75,105,13,69
0,107,65,54,2,64,128,135,52,29,59
0,128,97,123,8,3,114,74,93,75,85
0,87,15,71,113,30,11,104,91,6,101
0,89,119,113,15,39,32,6,25,5,86
1,52,30,86,97,114,123,70,128,14,17
1,22,11,93,30,28,34,137,14,56,102
0,25,112,81,2,35,50,4,110,5,82
0,105,100,76,93,9,21,36,108,75,1
1,83,100,106,22,53,6,30,7,15,1
1,101,53,87,47,114,32,137,36,21,129
0,26,43,105,6,100,14,129,56,86,55
1,56,74,30,75,96,86,11,41,5,81
0,28,6,123,13,16,75,44,34,30,71
0,64,105,7,6,92,91,54,138,59,49
1,56,48,101,93,74,1,123,87,11,62
1,30,11,97,26,95,90,37,6,59,14
1,136,72,34,1,37,41,25,79,14,138
0,44,28,86,10,73,71,8,59,54,21
0,59,44,26,137,14,95,87,11,119,30
0,3,137,26,128,8,70,34,10,135,27
1,19,60,31,13,6,28,45,22,135,11
1,30,95,123,108,119,11,76,26,128,129
1,20,38,14,53,11,129,136,16,91,72
0,14,56,97,86,13,5,31,11,99,95
1,64,7,114,97,13,77,9,137,67,26
1,13,43,83,136,8,111,20,34,109,29
1,13,59,95,84,21,135,83,138,87,1
0,27,44,137,11,36,32,111,35,7,6
0,26,14,2,39,6,67,22,31,138,65
1,12,8,11,5,42,63,70,97,16,85
0,105,74,23,106,44,8,30,7,2,138
0,40,138,36,25,54,26,123,41,74,53
0,6,36,5,14,9,135,67,85,22,105
0,6,102,21,14,22,64,44,40,19,94
0,32,14,23,123,25,102,6,11,86,68
1,57,11,34,3,21,18,106,26,71,97
1,42,99,1,31,15,26,135,17,104,123
0,135,120,123,93,16,85,6,47,100,64
1,32,64,67,106,137,54,69,13,87,105
1,94,64,5,44,14,138,86,48,128,35
0,94,69,30,138,36,8,27,98,47,45
1,43,128,70,74,123,91,16,34,54,110
1,123,2,5,106,113,81,58,34,69,138
0,104,138,44,101,1,114,97,30,56,68
0,14,9,85,22,6,49,120,138,123,50
1,53,22,36,138,34,104,26,102,105,120
0,67,62,86,100,52,44,9,30,26,40
0,44,53,106,100,13,101,36,61,14,41
0,25,75,8,5,100,1,7,101,9,20
1,100,123,14,6,101,46,30,62,21,26
1,37,85,33,44,99,100,26,6,25,39
1,43,7,11,88,93,8,74,41,62,33
0,1,83,22,71,110,41,8,7,86,35
0,45,83,44,27,68,30,104,123,59,93
0,86,70,14,44,75,64,41,37,74,129
0,101,46,14,27,22,25,62,47,9,136
0,111,2,49,6,106,93,3,13,47,85
0,6,106,99,71,75,104,72,70,19,14
0,105,138,12,64,28,9,95,63,135,36
0,34,1,60,123,68,54,38,14,9,137
1,30,99,67,48,25,26,14,21,39,44
1,21,56,87,104,23,70,27,5,14,62
0,129,54,48,20,56,6,80,23,49,5
1,69,83,74,84,63,70,98,26,21,71
0,126,29,95,136,34,44,97,40,16,106
1,6,20,100,26,41,104,69,54,71,42
1,1,104,31,65,52,44,14,58,135,45
0,101,19,123,53,41,43,64,30,76,8
0,138,11,73,128,64,93,101,5,53,98
1,108,22,27,67,110,56,136,102,93,45
1,85,11,41,119,88,62,36,101,60,63
1,14,50,33,36,8,94,104,106,86,27
0,37,82,97,90,23,106,19,93,26,51
1,121,11,44,31,98,79,58,1,96,14
1,39,11,123,30,6,102,106,50,35,26
1,23,72,64,93,101,114,63,10,27,105
0,11,60,37,6,32,129,56,87,75,25
0,106,14,61,30,136,27,114,32,53,29
1,37,95,74,101,14,6,104,53,114,5
1,6,75,9,73,99,138,119,70,68,49
0,114,63,47,17,93,135,107,104,106,121
1,35,20,56,128,14,135,87,75,106,10
0,85,16,6,65,45,119,81,5,10,37
0,128,111,34,70,28,105,13,14,46,49
1,13,105,129,75,1,84,74,8,76,49
0,35,137,39,58,76,86,14,81,114,31
1,8,104,22,27,30,98,106,95,51,26
0,31,75,7,25,41,14,36,5,6,105
0,129,93,34,120,62,50,2,17,37,11
0,64,71,93,123,35,53,21,83,1,6
1,27,101,36,104,59,128,33,8,7,98
0,43,87,67,27,60,69,31,121,76,44
1,16,26,40,105,54,62,99,2,123,22
0,106,40,46,2,11,32,74,105,93,16
1,74,64,54,91,19,22,6,21,42,44
0,32,21,53,26,104,129,110,70,34,5
1,2,14,1,73,37,50,63,40,29,138
1,60,36,87,54,22,70,69,86,14,50
1,81,50,101,15,104,123,5,63,95,92
1,21,50,15,93,137,6,27,128,87,96
0,44,17,16,64,86,9,126,1,2,31
0,32,45,74,121,48,84,92,14,94,5
1,101,75,105,60,138,47,44,86,7,5
1,14,57,76,42,129,64,62,120,56,98
0,86,15,74,27,95,88,137,6,56,22
0,123,14,74,26,102,5,31,67,39,2
0,14,44,11,41,103,26,104,64,106,102
0,14,51,106,43,35,64,41,135,36,40
0,43,84,8,74,26,98,31,44,14,55
1,17,129,64,30,56,48,62,107,16,128
1,135,138,128,25,67,62,129,91,51,53
0,9,114,72,67,7,14,74,36,93,26
1,21,138,119,64,28,76,22,62,5,93
0,25,99,58,44,62,19,31,32,34,43
1,101,95,120,91,86,68,104,74,70,119
1,84,6,59,29,62,76,45,110,138,54
1,70,22,83,119,71,128,77,8,29,84
0,47,104,46,5,84,6,23,22,3,44
0,123,93,105,71,59,76,14,97,56,2
0,105,137,120,30,6,13,41,47,45,68
1,22,96,63,6,26,89,41,64,128,46
0,87,39,128,97,56,72,1,13,16,2
1,8,68,21,129,114,18,120,93,11,25
0,37,123,67,13,96,138,1,51,120,126
1,59,70,50,137,5,10,128,84,41,49
0,74,97,85,4,93,14,70,28,7,23
0,96,101,8,98,53,104,54,23,89,7
0,48,120,23,63,16,41,35,86,104,14
1,31,93,128,17,81,40,13,56,30,98
0,21,76,68,97,8,30,50,138,67,75
0,100,11,6,45,91,26,8,35,79,97
1,70,64,97,68,26,27,44,36,63,5
0,70,35,5,39,114,25,22,26,42,93
0,36,6,110,10,55,70,8,54,40,17
1,57,69,47,93,22,68,64,74,80,41
1,78,14,83,42,17,16,123,86,18,35
0,104,88,26,14,89,6,30,7,29,11
0,44,28,75,40,87,136,6,74,97,26
0,69,26,75,80,123,19,102,59,1,128
0,108,33,128,54,106,6,75,98,7,84
0,58,35,69,11,1,74,56,104,101,64
0,39,86,18,47,27,98,41,14,35,30
0,98,27,34,86,1,123,7,62,135,12
0,25,99,87,21,101,6,5,100,27,137
0,44,135,50,71,109,2,119,30,34,1
1,18,49,96,5,119,22,20,67,42,112
0,71,10,6,9,86,62,34,97,44,30
0,105,14,93,17,135,74,16,64,138,1
1,3,83,129,14,18,86,37,11,41,77
0,97,11,88,30,114,121,9,14,74,99
0,111,15,87,67,22,36,31,8,5,104
1,35,93,30,2,55,1,112,39,96,75
0,2,34,101,12,50,58,8,32,107,104
1,32,9,13,55,73,86,129,84,11,53
0,62,75,94,28,5,102,73,30,44,85
1,67,65,37,96,9,43,13,5,135,114
0,74,41,104,123,50,55,90,120,71,10
0,85,8,74,31,104,26,96,6,84,34
0,23,8,129,105,128,26,47,87,95,102
1,4,29,72,30,11,21,55,87,63,137
1,41,22,75,103,138,11,71,137,53,123
1,64,11,31,42,94,10,75,110,105,30
0,54,72,105,14,37,23,101,104,86,8
1,54,64,50,75,2,74,138,57,40,20
0,70,105,87,14,104,128,93,46,5,99
0,74,6,75,114,30,29,55,1,106,7
1,78,138,85,82,20,16,128,5,56,11
1,123,23,30,14,136,54,5,73,26,82
0,121,62,36,25,108,28,51,27,100,68
1,73,43,67,85,20,41,128,57,138,53
1,100,33,86,65,93,58,46,87,99,119
1,22,41,123,104,21,114,9,70,64,54
1,56,137,36,110,138,6,107,99,74,37
0,22,93,26,49,53,81,44,27,120,72
0,106,74,104,57,119,29,37,36,25,138
0,35,65,93,86,50,42,14,21,4,121
1,57,114,8,9,12,76,80,64,44,103
0,44,22,71,129,121,98,76,86,102,91
1,75,23,14,67,30,36,1,55,64,105
1,30,67,36,78,72,96,113,75,6,114
1,123,113,67,31,47,2,33,44,64,76
1,42,67,87,13,36,26,121,100,71,8
1,64,1,48,75,46,60,22,27,54,105
1,80,68,32,22,16,35,105,8,41,90
0,15,22,41,33,5,74,6,86,96,102
1,67,7,29,57,138,47,114,37,11,3
0,50,75,56,126,2,64,5,6,35,96
1,14,42,104,30,138,1,47,75,50,102
0,9,28,89,19,99,85,31,14,114,120
0,35,14,52,37,138,104,119,26,18,5
0,35,32,76,37,64,40,86,5,44,99
1,84,16,30,81,35,96,71,34,41,26
1,96,50,6,14,21,8,68,104,86,74
0,44,75,9,14,7,69,42,76,5,18
1,6,34,14,55,84,18,63,29,30,35
0,76,109,27,99,49,21,70,16,120,81
0,75,38,56,123,102,58,14,2,93,91
1,14,86,70,33,16,26,136,93,88,101
1,100,67,2,27,101,34,70,128,26,15
0,52,39,10,102,19,106,71,70,47,5
1,1,69,34,119,86,53,11,128,68,104
1,7,137,26,89,101,59,27,138,75,1
1,96,27,14,46,30,138,64,104,19,44
0,26,100,16,54,74,84,36,11,128,114
0,137,97,44,50,14,7,102,10,36,138
1,91,6,29,18,41,8,36,89,25,120
1,138,93,69,72,84,40,30,11,1,135
0,31,26,35,8,97,20,74,129,49,6
1,10,135,27,23,30,14,128,34,111,32
0,56,15,27,51,76,110,14,123,70,49
0,22,53,102,93,80,95,26,50,35,137
0,13,99,75,44,86,51,14,32,100,6
0,2,129,21,74,67,138,3,26,25,102
1,128,74,31,23,67,104,138,48,42,101
1,105,1,26,30,2,78,102,106,94,58
1,51,135,6,138,104,101,38,74,11,44
1,58,35,97,42,86,27,112,100,78,8
1,96,54,72,106,31,114,86,85,7,17
1,97,89,72,104,25,6,136,88,19,28
0,59,30,51,41,70,25,93,20,105,19
1,27,20,30,8,2,16,39,114,5,83
0,45,83,2,35,36,1,63,34,9,67
0,14,22,138,41,64,71,74,56,19,101
0,9,2,41,45,11,44,75,36,106,5
1,1,105,54,104,36,123,89,75,120,74
1,137,35,1,112,26,75,93,62,14,138
0,32,11,2,101,47,50,97,14,7,1
0,50,16,123,128,30,35,6,99,7,56
0,126,15,73,50,39,28,35,14,9,44
1,67,38,123,73,50,86,18,46,5,2
1,99,28,83,70,93,30,42,1,60,11
1,79,15,44,27,97,74,98,128,135,136
0,43,95,32,74,98,35,114,62,102,7
0,104,62,34,93,31,8,75,27,128,36
0,23,12,52,58,49,128,1,14,72,65
0,95,19,101,86,99,93,137,33,71,5
0,22,14,55,27,94,35,48,81,88,37
1,68,51,44,108,113,70,90,27,9,69
1,85,104,7,121,42,93,2,98,5,74
1,93,30,16,9,34,64,5,129,41,14
0,35,6,104,8,96,36,21,27,40,114
1,27,19,107,35,97,121,62,135,8,14
1,86,28,87,13,70,22,6,97,108,50
0,2,53,86,11,59,102,74,138,23,114
1,6,7,33,15,9,105,63,93,35,98
0,84,93,17,27,137,30,62,83,1,99
0,53,104,2,80,32,25,30,93,96,91
0,11,26,97,104,102,1,107,85,39,86
1,58,48,77,69,63,128,11,8,27,41
1,126,85,40,11,102,49,83,74,35,25
1,123,8,26,49,68,100,27,42,41,137
1,96,138,93,9,22,64,11,16,101,4
0,80,26,36,12,101,137,56,64,5,113
0,31,138,99,44,30,51,47,26,35,78
0,42,21,97,108,76,27,93,2,13,87
1,100,102,18,109,71,26,15,96,4,25
1,21,138,40,30,32,27,113,8,104,39
1,32,71,59,53,5,63,23,106,104,35
0,49,137,101,5,81,87,93,27,77,52
0,64,2,10,26,63,97,7,5,11,126
0,7,44,76,5,16,75,1,59,110,72
1,128,93,60,45,47,135,44,13,99,86
1,63,18,5,14,33,90,8,82,110,45
0,100,47,16,84,35,56,67,14,120,128
0,44,60,11,64,68,74,41,3,38,50
0,62,38,74,72,121,30,29,9,64,35
1,102,43,30,71,138,96,64,94,87,6
0,83,80,57,60,6,22,54,31,138,14
1,41,5,23,14,86,42,27,35,96,68
0,97,75,50,42,49,119,2,88,1,74
0,36,85,20,137,16,8,40,128,87,9
1,8,105,35,19,64,84,14,69,5,138
1,44,104,64,101,86,21,45,13,138,26
1,26,101,85,21,93,138,6,45,87,2
0,5,44,83,47,85,14,86,8,97,67
0,100,11,36,33,77,5,83,138,72,93
1,9,62,93,19,106,101,50,94,32,137
0,98,9,105,44,31,50,54,95,76,14
0,70,76,129,123,27,104,93,35,84,105
0,26,6,18,104,21,62,82,97,12,84
0,83,5,76,25,109,35,26,21,36,79
0,94,51,52,137,128,41,72,96,22,11
0,7,26,138,32,70,72,123,6,87,2
0,34,107,138,5,106,126,21,25,50,119
1,74,96,40,10,112,104,101,59,87,56
0,6,67,84,74,21,95,8,51,81,60
0,98,11,26,59,123,2,36,34,50,42
0,64,67,59,46,85,47,92,50,93,84
1,62,34,121,44,68,107,14,35,22,106
0,2,49,45,128,93,47,8,86,75,60
1,66,72,46,21,69,42,64,99,25,53
1,75,14,27,19,8,64,46,4,86,13
1,6,14,65,84,77,85,80,46,12,27
0,49,21,17,138,106,64,54,42,26,53
0,36,85,90,54,99,14,137,101,98,16
0,7,86,105,70,104,41,102,21,75,114
1,14,70,85,35,41,8,104,9,27,101
0,69,1,36,58,22,70,84,6,96,75
1,55,56,137,31,93,35,102,39,69,8
0,50,96,106,64,95,2,70,87,17,9
0,63,9,49,105,52,83,21,16,23,36
1,74,104,110,8,87,11,83,59,32,129
1,63,34,67,47,9,70,44,90,11,26
1,17,89,75,11,70,35,109,128,100,30
0,34,114,53,35,16,50,72,138,98,137
1,54,9,21,96,5,46,63,86,36,84
0,11,119,64,4,2,1,26,120,128,96
0,1,34,69,99,40,47,27,9,53,41
1,70,40,20,69,106,50,14,76,59,6
0,2,106,64,97,86,42,59,74,1,128
0,67,23,50,6,76,106,53,59,62,88
0,86,12,129,84,126,64,14,109,123,114
1,47,44,26,75,99,104,25,35,10,6
1,15,49,126,5,8,35,2,3,53,101
1,31,30,1,2,53,60,75,85,89,35
1,21,85,80,2,9,87,30,104,73,17
0,12,27,136,14,30,10,112,35,9,97
0,36,17,85,12,31,123,76,2,138,102
1,7,35,30,41,102,37,110,138,48,16
0,21,37,85,10,44,14,106,31,41,2
0,51,35,54,9,123,72,114,39,64,2
0,74,44,14,2,85,137,126,135,9,11
1,30,85,106,29,102,71,123,128,109,37
1,16,6,30,10,91,56,2,31,34,40
1,113,135,30,16,6,21,22,84,67,15
0,17,81,68,135,19,102,9,83,2,74
0,128,109,13,47,40,87,138,44,5,56
0,74,41,22,94,84,128,16,8,96,5
0,26,128,1,43,72,7,62,85,86,70
0,93,106,27,100,129,107,72,87,33,43
1,76,70,50,41,26,71,75,60,1,45
1,123,47,50,67,23,40,44,26,74,71
1,119,16,111,14,138,48,108,44,84,13
1,114,105,119,46,77,97,6,1,27,104
1,136,94,74,41,119,120,32,1,103,2
1,96,67,105,138,74,64,87,58,2,6
1,26,102,76,129,51,41,17,72,2,86
0,32,75,106,114,37,9,86,95,71,31
0,20,96,128,17,70,100,62,1,98,13
0,93,96,84,32,13,67,83,50,104,39
0,27,68,6,104,46,128,34,56,123,69
0,72,101,28,90,8,123,14,12,97,138
0,14,62,75,7,102,30,4,11,59,32
1,41,11,9,87,97,85,72,31,74,47
1,72,35,135,82,26,9,64,56,34,15
0,7,93,68,2,6,26,67,45,42,37
1,64,75,112,42,53,123,6,102,2,128
1,60,75,72,70,121,110,11,87,76,19
0,120,93,25,71,64,83,128,21,1,2
0,107,42,43,70,80,7,69,5,93,113
1,121,19,100,16,104,1,35,7,30,75
1,55,1,9,83,137,71,74,89,119,30
1,104,1,61,19,68,26,11,75,32,59
0,41,90,88,55,96,52,63,21,6,71
1,69,44,9,30,81,75,40,4,64,73
1,15,120,6,87,53,13,64,70,19,97
0,74,97,44,27,35,6,100,119,86,104
1,76,21,104,41,62,120,49,58,64,95
1,21,27,84,101,80,72,19,112,104,75
1,57,104,66,6,106,1,49,64,26,35
1,1,86,119,76,42,11,93,72,20,49
1,137,84,22,91,73,17,48,83,36,119
1,64,93,47,70,39,44,71,86,25,73
1,42,29,72,65,110,7,100,14,123,6
0,74,85,75,120,1,42,3,72,11,52
1,54,129,93,86,71,85,113,9,80,23
0,93,19,5,100,72,75,62,4,49,104
1,33,98,85,14,6,2,71,76,10,27
1,114,72,104,30,34,14,85,74,105,10
1,138,11,83,129,101,51,47,6,84,62
0,105,87,42,50,34,138,1,35,51,16
1,31,51,95,82,14,56,86,101,104,54
1,62,9,5,35,104,97,85,93,11,86
1,86,26,48,2,74,44,11,75,50,69
0,8,21,50,83,16,79,34,97,1,5
0,45,94,14,80,15,25,54,10,69,50
1,58,13,86,93,84,41,20,52,8,9
0,87,97,11,59,64,114,111,70,30,120
1,6,75,104,102,4,35,87,28,93,41
0,1,49,9,39,59,46,12,40,7,26
1,52,98,75,6,2,70,26,51,5,80
1,135,58,106,128,1,30,99,110,126,35
1,6,113,102,40,16,99,56,41,91,51
1,34,109,30,62,29,136,102,86,97,106
0,104,72,71,4,112,29,121,70,11,68
1,30,28,100,70,75,14,8,16,37,34
1,6,14,49,57,64,36,1,30,39,110
0,14,76,106,50,101,56,104,57,123,96
0,59,14,108,44,74,54,64,23,11,30
1,16,111,6,11,85,8,5,13,86,77
1,74,102,81,41,72,87,70,101,104,23
1,20,47,49,1,86,9,75,74,50,42
1,71,66,54,72,35,14,138,49,21,87
1,6,21,85,35,69,138,62,53,75,22
0,26,10,71,82,31,50,14,97,113,60
0,44,138,101,87,85,18,32,104,128,49
1,60,101,41,86,1,84,105,93,76,42
1,34,11,83,98,5,7,17,93,27,43
0,18,32,39,86,102,74,108,70,49,30
1,75,50,32,76,70,14,51,64,68,21
1,22,138,70,97,64,86,100,17,8,27
1,86,6,77,85,113,11,26,59,101,18
0,129,2,11,1,105,36,31,70,97,51
1,27,14,104,57,10,85,5,46,97,120
0,41,64,17,104,71,95,34,84,138,69
1,64,36,31,74,11,35,30,6,26,128
1,38,74,85,75,44,41,59,128,87,76
0,18,100,10,67,101,99,135,5,6,8
0,126,1,75,64,78,43,30,23,93,100
0,85,32,44,26,75,6,105,123,138,14
1,9,71,44,42,36,97,56,22,31,64
1,106,22,136,138,102,50,64,137,67,43
0,56,21,85,25,23,16,35,14,87,11
0,1,105,74,3,120,70,51,126,32,53
1,30,93,128,135,11,8,35,99,27,111
0,19,77,22,38,10,97,62,50,56,67
1,35,9,27,45,93,123,49,11,56,26
0,8,2,72,101,10,23,5,9,76,30
1,83,1,47,100,26,14,85,7,54,21
0,14,5,6,89,86,26,11,119,94,102
0,71,43,34,6,22,67,27,25,21,135
1,94,30,75,36,21,74,14,11,105,34
0,62,71,25,75,8,53,2,105,9,26
0,104,41,129,26,128,50,1,21,20,19
0,8,104,138,56,26,85,114,96,76,112
0,128,98,35,53,8,75,9,41,16,91
0,19,126,27,71,35,2,59,32,62,83
1,29,9,75,74,93,30,6,14,86,135
0,39,26,16,84,1,106,31,5,10,99
0,63,20,30,76,62,46,80,33,100,123
1,10,106,100,75,4,36,21,6,64,54
1,14,86,72,42,6,45,35,57,83,47
1,35,70,112,137,71,44,128,102,5,34
1,128,16,43,114,83,25,4,26,73,41
1,138,90,70,101,78,93,91,2,39,121
0,26,97,44,28,32,7,104,70,14,3
1,39,101,93,37,126,87,6,92,60,137
0,74,135,85,7,114,56,9,107,49,105
1,114,37,107,50,106,2,128,102,111,17
0,6,58,22,14,51,56,16,11,123,137
1,95,120,83,6,129,41,104,21,97,107
0,40,41,30,83,104,27,6,80,14,43
1,105,64,138,43,67,121,62,11,74,17
0,83,16,14,30,34,74,135,27,40,47
1,104,11,119,112,1,41,62,128,5,87
0,8,86,21,14,128,26,46,99,27,72
1,72,107,14,9,120,84,77,81,27,6
0,34,14,80,35,87,105,53,37,69,137
1,104,126,109,97,18,58,22,138,83,110
0,69,97,32,93,104,99,73,55,114,40
1,67,39,101,22,14,114,72,1,53,36
1,126,30,64,93,114,46,7,105,44,98
